Name ,Link,Comment,Emotion,Tag
সুব্রত পাল,https://www.facebook.com/search/top?q=daraz%21online%21shopping,সবদিক থেকেই এটা ভালো। সবচেয়ে ভালো বিষয় এটা বাংলা সাপোর্ট করে। ডিসপ্লে তো পুরাই মাখন।,Positive,2
Abdul Hoque,https://www.facebook.com/search/top?q=daraz%21online%21shopping,"২ সপ্তাহ ধরে ব্যাবহার করছি,,, ব্রাইটনেস লো তে রেখে,,সব ফিচার চালু রাখলে,,, 2 দিনের বেশি চার্জিং ব্যাকআপ দেয় না,,ঘড়িতে থাকা ক্যালকুলেটর টা কাজ করে না,,,এটা দিয়ে আয়নার হার্ট রেট ও মাপা যায়,,,ব্লাড প্রেসার মনিটর কোনো কাজের না",Negative,0
বৃষ্টিস্নাত তন্দ্রাস্পর্শী,https://www.facebook.com/search/top?q=daraz%21online%21shopping,জোস্স্ একটা প্রোডাক্ট ... সম্পূর্ণরূপে সন্তুষ্ট,Positive,2
Arjun Kumar Roy,https://www.facebook.com/search/top?q=daraz%21online%21shopping,খারাপনা! নেওয়া যায়!,Positive,2
মুসাফির ছাদিরী চিশতী,https://www.facebook.com/search/top?q=daraz%21online%21shopping," ঘড়ি  টা অনেক সুন্দর হয়েছে,,,,",Positive,2
MD Rasel,https://www.facebook.com/search/top?q=daraz%21online%21shopping, সত্যি অসাধারণ একটি জিনিস ,Positive,2
আদনান ফারাবি জিহাদ,https://www.facebook.com/search/top?q=daraz%21online%21shopping, ঘড়িটা অনেক সুন্দর .  ব্যা্বহার করে ভালো লাগছে,Positive,2
আদনান ফারাবি জিহাদ,https://www.facebook.com/search/top?q=daraz%21online%21shopping, খুব সুন্দর হয়েছে,Positive,2
আদনান ফারাবি জিহাদ,https://www.facebook.com/search/top?q=daraz%21online%21shopping, বিউটিফুল,Positive,2
মুসাফির ছাদিরী চিশতী,https://www.facebook.com/search/top?q=daraz%21online%21shopping, ভাললোই লাগল,Positive,2
আদনান ফারাবি জিহাদ,https://www.facebook.com/search/top?q=daraz%21online%21shopping, ঘড়ি টা অনেক ভাল ছিল।,Positive,2
মুসাফির ছাদিরী চিশতী,https://www.facebook.com/search/top?q=daraz%21online%21shopping,পুরাই জোস !! ,Positive,2
MD Rasel,https://www.facebook.com/search/top?q=daraz%21online%21shopping, ভালো ছিলো,Positive,2
Md Mohsinul Haque,https://www.facebook.com/search/top?q=daraz%21online%21shopping,ঘড়ি  খুব সুন্দর ছিল।,Positive,2
Enaeitur Rahman Eitul,https://www.facebook.com/search/top?q=daraz%21online%21shopping, ঘড়ি টা দেখলাম অসাধারন হইছে ...নশভ আমখুব্বার পছন্দের এ,Positive,2
Grb Arif Ullah,https://www.facebook.com/search/top?q=daraz%21online%21shopping, শেষের টা খুব সুন্দর,Positive,2
Ariyan Zohan Sabuz,https://www.facebook.com/search/top?q=daraz%21online%21shopping,ওসাম বসস ,Positive,2
সজল মাহমুদ,https://www.facebook.com/search/top?q=daraz%21online%21shopping,ভালো  লাগছে অসাধারণ হয়েছে দাম কত ভাই ,Positive,2
MD Naim Kabir,https://www.facebook.com/search/top?q=daraz%21online%21shopping, ভালো লাগলো,Positive,2
Samiun Hasib Bhuiyan,https://www.facebook.com/search/top?q=daraz%21online%21shopping, খুব ভাল লাগলো,Positive,2
Adib Rahman,https://www.facebook.com/search/top?q=daraz%21online%21shopping, অসাধারণ অসাধারণ অপুরব,Positive,2
Abdul Hoque,https://www.facebook.com/search/top?q=daraz%21online%21shopping, অসাধারণ্পন্য.  অসাধারণ ডিজাইন   ভালো লাগার মতো একটি ঘড়ি। ,Positive,2
Rahim Hasan,https://www.facebook.com/search/top?q=daraz%21online%21shopping, অনেক সুন্দর লাগছে,Positive,2
Adib Rahman,https://www.facebook.com/search/top?q=daraz%21online%21shopping," এতো ভালো লাগলো বলে বোঝাতে পারবোনা ,",Positive,2
Mohammad Alam,https://www.facebook.com/search/top?q=daraz%21online%21shopping, অনেক ভালো একটা ঘড়ি ছিলো।অনেক ভালো লাগলো। ধন্যবাদ আপনাদেরকে ,Positive,2
Muhammad Shamim,https://www.facebook.com/search/top?q=daraz%21online%21shopping, চমৎকার ,Positive,2
সুব্রত পাল,https://www.facebook.com/search/top?q=daraz%21online%21shopping," ঘড়ি টা যত দেখি তত ভাল লাগে,,,,,,, ",Positive,2
Shoishob Ahammed,https://www.facebook.com/search/top?q=daraz%21online%21shopping,সেই ভাই পুরাই অসথির ।। সেরা ,Positive,2
Adib Rahman,https://www.facebook.com/search/top?q=daraz%21online%21shopping,মাল্টা পুরাই মাখন,Positive,2
Mohammad Alam,https://www.facebook.com/search/top?q=daraz%21online%21shopping,পুরাই আগুন ভাই!!,Positive,2
Muhammad Shamim,https://www.facebook.com/search/top?q=daraz%21online%21shopping,ওররে সেই ভাই.. পুরাই অসথির ..,Positive,2
MD Santo,https://www.facebook.com/search/top?q=daraz%21online%21shopping,ঘড়ি  টা ভালই .. দামটা ঠিকঠা্কই আছে ,Positive,2
Muhammad Shamim,https://www.facebook.com/search/top?q=daraz%21online%21shopping,যাস্ট ফাটাফাটি! ,Positive,2
MD Santo,https://www.facebook.com/search/top?q=daraz%21online%21shopping, অসাধারণ লাগলো ঘড়ি টা.আমি ইন্ডিয়া থেকে  স্টার দিলাম .,Positive,2
Muhammad Shamim,https://www.facebook.com/search/top?q=daraz%21online%21shopping, ঘড়ি টি আমার কাছে ভালো লাগে দাম টা এক্টু কম হলে ভাল হইত…,Positive,2
MD Santo,https://www.facebook.com/search/top?q=daraz%21online%21shopping,আজ অনেকদিন ধরে ইউস করতে ছি এক কথায় অসাধারন ,Positive,2
Abdullah Al Zaied,https://www.facebook.com/search/top?q=daraz%21online%21shopping, বহুদিন পরে ভালো লাগল একটা ঘড়ি দেখে। দাম টা কম হবে না?,Positive,2
Mirza Momen,https://www.facebook.com/search/top?q=daraz%21online%21shopping, সত্যিই খব সুন্দর ,Positive,2
Abdur Rahman,https://www.facebook.com/search/top?q=daraz%21online%21shopping," এই বছরের সেরা   বলতে হবে  ,  আপনারা কি বলেন।??????",Positive,2
MD Ripu Hasan,https://www.facebook.com/search/top?q=daraz%21online%21shopping, নাইস ,Positive,2
Aminul Hasan Amin,https://www.facebook.com/search/top?q=daraz%21online%21shopping, অসাধারণ বস,Positive,2
Julfiker Rahman,https://www.facebook.com/search/top?q=daraz%21online%21shopping, দারুন অসাধারণ,Positive,2
Titu Barua,https://www.facebook.com/search/top?q=daraz%21online%21shopping, সত্যি।বলতে ঘড়ি সত্যিই অতুলনীয়। দারুন লাগচে ,Positive,2
Arjun Kumar Roy,https://www.facebook.com/search/top?q=daraz%21online%21shopping, সেরা ঘড়ি হয়ছে।,Positive,2
MD Rasel,https://www.facebook.com/search/top?q=daraz%21online%21shopping,প্রথম ভাবছিলাম কেমন না কেমন হয় তবে হাতেপেয়ে সব চিন্তা হাওয়া। ঘড়িটা সত্যি বেশ সুন্দর।,Positive,2
Enaeitur Rahman Eitul,https://www.facebook.com/search/top?q=daraz%21online%21shopping,ছবির থেকেও বেশি সুন্দর। এই দামে সুন্দর ঘড়িটায় আমি সন্তুষ্ট...,Positive,2
রাকিব হাসান,https://www.facebook.com/search/top?q=daraz%21online%21shopping,নেক্স টাইম অন্য কিছু প্রয়োজন হলে নক করব এই স্টোরে।,Positive,2
Ashik Ahmed,https://www.facebook.com/search/top?q=daraz%21online%21shopping,"সেলার কে রিকুয়েষ্ট করেছিলাম একটা বক্স দিতে তিনি সেই রিকুয়েস্ট রেখেছেন, ধন্যবাদ।",Positive,2
Md Mohsinul Haque,https://www.facebook.com/search/top?q=daraz%21online%21shopping,আমার তরফ থেকে ৫  স্টার,Positive,2
আদনান ফারাবি জিহাদ,https://www.facebook.com/search/top?q=daraz%21online%21shopping,"আপনারর জিনিসগুলা দেওয়ার সময় একটু দেখে শুনে দিবেন,,,,ঘড়ির একটি স্টোন পড়া তারপর আবার সময় ঠিক নাই,,,",Positive,2
মুসাফির ছাদিরী চিশতী,https://www.facebook.com/search/top?q=daraz%21online%21shopping,ভাই ঘড়ীর বেল্ট খোলা যাচ্ছে না কেন?,Positive,2
MD Rasel,https://www.facebook.com/search/top?q=daraz%21online%21shopping,ভাই প্রোডাক্ট খুব ভালো ভাইয়া আপনারা কেউ চাইলে নিতে পারেন নিঃসন্দেহে ভাইয়েদের উপর বিশ্বাস করা যায়,Positive,2
মুসাফির ছাদিরী চিশতী,https://www.facebook.com/search/top?q=daraz%21online%21shopping,হ্যা ভাল আছে ।। চাইলে নিতে পারেন ,Positive,2
Abubakar Sdk,https://www.facebook.com/search/top?q=daraz%21online%21shopping,প্লিজ ইনবক্স,Positive,2
আব্দুল্লাহ মারুফ তাকিম,https://www.facebook.com/search/top?q=daraz%21online%21shopping,ওনেক সুন্দুর  ঘড়ি গুলা ৩টা অরডার করছি ঠিক মত পাইছি আপনারা চাইলে নিতে পারেন ,Positive,2
Binti Rahman,https://www.facebook.com/search/top?q=daraz%21online%21shopping,সুন্দর কিন্তু লেখাটা  না থাকলে আর ভাল লাগে  তারপরো থ্যানক্স  সুন্দর এ্কটা অয়াচ দেওার জন্য ,Positive,2
